#                                                                                                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                           accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                   ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_039598695.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_A12|3085                                -          CSD                  PF00313.25   5.3e-33  108.5   0.5   5.7e-33  108.4   0.5   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_YC40-M|6761                    -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_YQ|23579                       -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_LLRS-1|28012                        -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3219|24879                     -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3727|24869                     -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003265287.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_subsp_celebesensis_UGMSS_Db01|26240 -          CSD                  PF00313.25   6.7e-33  108.1   0.4   7.2e-33  108.0   0.4   1.0   1   0   0   1   1   1   1 -
WP_003943666.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PD511|24951                    -          CSD                  PF00313.25   8.7e-33  107.8   1.4   9.4e-33  107.7   1.4   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_3N|21162                                -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_3PA37C10|18084                          -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_5_2_56FAA|483                           -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_B265|28410                              -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_GX3-BWBA|12181                          -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_NFACC01|30039                           -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_004627322.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_UNCCL144|29852                          -          CSD                  PF00313.25   1.3e-32  107.3   0.3   1.3e-32  107.2   0.3   1.0   1   0   0   1   1   1   1 -
WP_124382073.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_SET104|16595                            -          CSD                  PF00313.25   1.4e-32  107.2   0.3   1.5e-32  107.0   0.3   1.0   1   0   0   1   1   1   1 -
WP_197328649.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_syzygii_NCPPB3445|24887                     -          CSD                  PF00313.25   1.7e-32  106.8   0.3   1.8e-32  106.7   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_58_RSOL|4699                   -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_4NA327D5|18077                          -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_ASV6|26110                              -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_AU12-08|1878                            -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_MD27|4706                               -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_021192552.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_NT80|6084                               -          CSD                  PF00313.25     2e-32  106.6   0.3   2.2e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_027679026.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_TCR112|18576                            -          CSD                  PF00313.25   2.1e-32  106.6   0.3   2.3e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_027679026.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_spp_UNC404CL21Col|2222                      -          CSD                  PF00313.25   2.1e-32  106.6   0.3   2.3e-32  106.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Bg07|12168               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Cq01|12161               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Fm03|12154               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_LMG9673|24965            -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed13|25353      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed16|25331      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed30|25324      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed54|25339      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed59|25317      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed66|25310      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25302      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Lallmahomed72|25346      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB253|24891           -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_NCPPB4029|24862          -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3278|24972             -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3570|25074             -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD3634|25067             -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_PD4138|25029             -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_RS476|14610              -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_RS476|28020              -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_pseudosolanacearum_Tg03|16061               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_202|19723                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_203|19716                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_362200|25360                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CFBP3059|6679                  -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CQPS-1|8582                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_CaRs-Mep|7184                  -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_EP1|7407                       -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT-1458|1218                 -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT-91|1211                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT15244-F8|23534             -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT91-F1|23183                -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FJAT91-F8|23190                -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_FQY_4|1349                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_GMI1000|24                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_HA4-1|17153                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_KACC10709|7069                 -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211471|24531               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211472|24832               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211479|24538               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF211491|24545               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241647|24559               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF241648|24566               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF301560|24552               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_MAFF311693|24839               -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_OE1-1|7394                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P781|6686                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_P824|14491                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS1308|7366                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS190|7373                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS216|7380                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_PSS4|7387                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_13|19977                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_15|19992                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_18|20136                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_1|19761                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_24|20144                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_26|20129                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_27|19957                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_27|19970                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_28|20122                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_30|20115                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_39|19950                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_3|19943                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_42|20107                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_45|20099                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_49|20092                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_4|20000                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_51|20084                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_52|20077                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_56|20063                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_57|19963                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_61|20070                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Pe_9|19985                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RD15|7177                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RS24|28436                     -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RSCM|9962                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RUN2279|24392                  -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_RUN2474|24384                  -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-09-161|2268                 -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-10-244|2260                 -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-SY1|28429                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_Rs-T02|6050                    -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SD54|1854                      -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SEPPX05|8316                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2330|14320                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL2729|14362                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3103|14313                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3300|14432                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3730|14355                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3755|14348                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
WP_011002383.1|csp22_consensus|Full_Seq|Ralstonia|Ralstonia_solanacearum_SL3822|14425                   -          CSD                  PF00313.25   4.1e-32  105.6   0.5   4.4e-32  105.5   0.5   1.0   1   0   0   1   1   1   1 -
